,age,fnlwgt,education_num,capital_gain,capital_loss,hours_per_week,workclass,marital_status,occupation,relationship,race,sex,native_country,y
33745,54,74660,13,0,0,40, Private, Divorced, Prof-specialty, Unmarried, White, Male, Canada,1
2401,20,137651,10,0,0,40, Private, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male, United-States,0
18646,48,208748,3,0,0,40, Private, Divorced, Machine-op-inspct, Unmarried, Other, Female, Dominican-Republic,0
11362,28,209205,10,7298,0,40, Self-emp-not-inc, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
9764,44,264740,15,0,0,40, Self-emp-not-inc, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
15254,21,347292,9,0,0,40, Private, Never-married, Craft-repair, Not-in-family, White, Male, United-States,0
40320,37,73199,9,0,0,40, Private, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male, United-States,1
43262,52,251585,6,0,0,55, Private, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,0
39084,48,205100,13,99999,0,80, Private, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
6695,35,267891,9,0,0,38, Private, Married-civ-spouse, Other-service, Wife, White, Female, United-States,0
12013,55,144084,6,0,0,40, Private, Married-civ-spouse, Other-service, Husband, White, Male, United-States,0
33026,32,479179,7,0,0,40, State-gov, Never-married, Protective-serv, Own-child, White, Male, United-States,0
37342,38,186376,13,0,0,42, Private, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male, United-States,1
40020,26,248220,9,0,0,40, Private, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,0
6576,39,211440,13,0,0,50, Private, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
259,50,204518,4,0,0,40, Private, Divorced, Craft-repair, Not-in-family, White, Male, United-States,0
669,24,172146,5,0,1721,40, Private, Never-married, Machine-op-inspct, Not-in-family, White, Male, United-States,0
33800,45,262678,13,0,0,40, Private, Married-civ-spouse, Sales, Husband, White, Male, United-States,0
9055,74,180455,13,0,0,8, Private, Widowed, Other-service, Not-in-family, White, Female, United-States,0
3577,53,50048,16,7688,0,50, State-gov, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
45543,37,107302,10,15024,0,45, Private, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
3966,49,101825,14,0,1977,40, Private, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States,1
26531,34,189809,10,0,0,52, Private, Married-civ-spouse, Exec-managerial, Husband, Black, Male, Jamaica,0
36182,23,205865,9,0,2179,60, Private, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,0
15097,23,368739,13,0,0,40, Private, Never-married, Adm-clerical, Not-in-family, White, Female, United-States,0
33910,25,108683,10,0,0,50, Private, Never-married, Handlers-cleaners, Unmarried, White, Male, United-States,0
42196,60,181954,13,0,0,25, Private, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male, Iran,0
7889,29,156819,12,0,0,35, Private, Divorced, Prof-specialty, Unmarried, White, Female, United-States,0
46957,27,192936,13,0,0,45, Private, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,0
35360,23,145964,10,0,0,20, Private, Never-married, Other-service, Own-child, White, Male, United-States,0
46,53,144361,9,0,0,38, Private, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,0
27686,28,261278,11,0,0,40, Private, Never-married, Tech-support, Not-in-family, Black, Female, United-States,0
36863,22,218415,10,0,0,50, Private, Never-married, Tech-support, Unmarried, White, Female, United-States,0
12481,44,190739,9,0,0,32, Private, Never-married, Other-service, Other-relative, Black, Male, United-States,0
37755,30,185177,9,0,0,22, Private, Never-married, Handlers-cleaners, Not-in-family, White, Male, United-States,0
11668,28,337378,9,0,0,40, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
336,30,94235,9,0,0,40, Private, Never-married, Craft-repair, Other-relative, White, Male, United-States,0
17372,32,207937,10,0,0,40, Private, Never-married, Craft-repair, Not-in-family, White, Male, United-States,0
15816,35,119992,12,0,0,45, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
8534,29,142519,9,0,0,40, Private, Never-married, Handlers-cleaners, Own-child, White, Male, United-States,0
30047,32,90653,9,0,1380,40, Federal-gov, Never-married, Exec-managerial, Unmarried, White, Female, United-States,0
36302,40,192878,9,0,0,40, Self-emp-not-inc, Married-civ-spouse, Other-service, Husband, White, Male, United-States,0
27248,26,39212,9,0,0,45, Private, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,0
10965,52,129177,13,0,2824,20, Private, Widowed, Other-service, Not-in-family, White, Female, United-States,1
12487,34,119153,7,0,0,50, Private, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,0
5754,48,355320,13,0,0,45, Private, Married-civ-spouse, Prof-specialty, Husband, White, Male, Canada,1
29840,43,33729,13,0,0,45, Self-emp-inc, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
6586,33,40444,10,0,0,40, Self-emp-inc, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,0
6195,21,337766,10,0,0,40, Private, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,0
9646,62,26911,4,0,0,66, Self-emp-not-inc, Widowed, Other-service, Not-in-family, White, Female, United-States,0
14109,58,83542,9,0,0,40, Private, Never-married, Other-service, Not-in-family, White, Male, United-States,0
42533,41,222142,10,3464,0,40, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
48333,54,182429,9,0,0,38, Local-gov, Widowed, Transport-moving, Unmarried, White, Female, United-States,0
34980,54,338089,14,0,0,40, Private, Separated, Exec-managerial, Not-in-family, White, Male, United-States,0
2299,25,157900,10,0,0,40, Private, Separated, Adm-clerical, Unmarried, White, Female, United-States,0
43158,52,207025,9,0,0,24, Private, Divorced, Priv-house-serv, Unmarried, Black, Female, United-States,0
5421,63,271550,10,0,0,20, Self-emp-not-inc, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,0
904,35,152375,9,0,0,45, Private, Never-married, Sales, Not-in-family, White, Male, United-States,0
38876,32,162041,10,0,0,30, Private, Divorced, Other-service, Unmarried, White, Female, United-States,0
9281,38,210438,4,0,0,40, Private, Divorced, Sales, Unmarried, White, Female, United-States,0
8649,31,237824,9,0,0,60, Private, Married-spouse-absent, Priv-house-serv, Other-relative, Black, Female, Jamaica,0
18886,54,138944,9,0,0,44, Private, Married-civ-spouse, Sales, Husband, White, Male, United-States,0
22962,33,24504,10,0,0,60, Self-emp-not-inc, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
1587,28,125442,9,0,0,40, Self-emp-not-inc, Divorced, Craft-repair, Own-child, White, Male, United-States,0
44730,47,159075,9,0,0,40, Private, Divorced, Sales, Not-in-family, White, Male, United-States,0
17375,32,154087,9,0,0,40, Private, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,0
11894,44,174051,10,0,0,35, Private, Never-married, Other-service, Not-in-family, White, Male, United-States,0
38229,38,402522,2,0,0,40, Private, Divorced, Farming-fishing, Unmarried, White, Male, Thailand,0
42595,50,176240,10,0,0,50, Private, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
33057,19,124464,10,0,0,40, Private, Never-married, Machine-op-inspct, Own-child, White, Male, United-States,0
13512,62,197218,9,0,0,18, Local-gov, Widowed, Other-service, Not-in-family, White, Female, United-States,0
36161,23,32732,10,0,0,25, Private, Married-civ-spouse, Sales, Husband, White, Male, United-States,0
16904,48,139290,6,0,0,48, Private, Separated, Machine-op-inspct, Own-child, White, Female, United-States,0
7590,38,100295,4,0,0,50, Private, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, Canada,1
5692,31,79190,9,0,0,35, Private, Never-married, Other-service, Own-child, White, Female, United-States,0
14685,36,110998,14,0,0,40, Private, Widowed, Tech-support, Unmarried, Asian-Pac-Islander, Female, India,0
44819,41,304605,9,0,0,40, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, Canada,1
27724,57,47857,9,0,0,40, Private, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,1
25080,35,80479,11,0,0,40, Private, Divorced, Sales, Not-in-family, White, Male, United-States,0
30210,21,318987,11,0,0,40, Self-emp-not-inc, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,0
28131,19,105908,9,0,0,70, Private, Never-married, Handlers-cleaners, Other-relative, White, Male, United-States,0
21498,33,53042,8,0,0,40, Private, Never-married, Craft-repair, Own-child, Black, Male, United-States,0
44297,27,148429,9,0,0,60, Private, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,0
10375,29,185127,9,0,0,50, Private, Married-civ-spouse, Sales, Husband, White, Male, United-States,0
40525,47,61062,16,2354,0,45, State-gov, Separated, Exec-managerial, Own-child, Asian-Pac-Islander, Male, United-States,0
42096,32,154981,9,0,0,65, Private, Never-married, Transport-moving, Not-in-family, White, Male, United-States,0
6234,22,269583,4,2580,0,40, Self-emp-inc, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
4351,33,184901,9,0,0,40, Private, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,1
3079,28,90196,13,0,0,45, Private, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,1
5699,23,149224,9,0,0,40, Private, Never-married, Sales, Not-in-family, White, Male, United-States,0
211,37,208358,9,0,0,40, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
22415,23,173945,13,0,0,27, State-gov, Never-married, Prof-specialty, Own-child, White, Female, United-States,0
34596,34,153614,12,0,0,40, Federal-gov, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,0
41783,29,221233,12,0,0,37, Private, Divorced, Exec-managerial, Unmarried, White, Female, United-States,0
2969,27,85625,10,0,0,20, Private, Never-married, Sales, Not-in-family, White, Male, United-States,0
17149,49,225124,9,0,0,40, Private, Divorced, Other-service, Own-child, Black, Female, United-States,0
41032,20,228306,9,0,0,32, Private, Never-married, Tech-support, Own-child, White, Female, United-States,0
31757,34,143582,10,0,0,35, Private, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female, Japan,0
31800,29,413297,10,3411,0,70, Private, Married-civ-spouse, Exec-managerial, Husband, White, Male, Mexico,0
40668,34,349148,10,0,0,63, Private, Married-civ-spouse, Other-service, Husband, White, Male, United-States,0
43179,38,103323,13,0,0,55, Federal-gov, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States,1
35149,24,234259,9,0,0,40, Private, Never-married, Adm-clerical, Other-relative, White, Female, United-States,0
31256,52,34973,9,0,1887,60, Self-emp-not-inc, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,1
2460,38,31069,11,4386,0,40, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,1
31624,29,261725,13,0,0,35, Private, Never-married, Adm-clerical, Not-in-family, White, Female, United-States,0
20823,34,199934,10,0,0,40, Federal-gov, Married-civ-spouse, Adm-clerical, Husband, Black, Male, United-States,1
23480,51,57698,9,0,0,40, Private, Married-spouse-absent, Other-service, Unmarried, White, Female, United-States,0
42613,41,344624,10,0,0,60, Self-emp-not-inc, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
3842,55,189985,10,0,0,40, Federal-gov, Divorced, Adm-clerical, Unmarried, Black, Female, United-States,0
29610,60,399387,4,0,0,15, Private, Separated, Priv-house-serv, Unmarried, Black, Female, United-States,0
27281,39,194668,9,0,0,16, Self-emp-not-inc, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,0
18148,36,416745,12,0,0,48, Private, Divorced, Exec-managerial, Not-in-family, White, Male, United-States,0
45904,19,240841,10,0,0,50, Private, Never-married, Adm-clerical, Own-child, White, Male, United-States,0
10237,37,110713,9,0,0,50, Private, Married-civ-spouse, Sales, Husband, White, Male, United-States,1
39907,46,99971,9,0,0,56, Local-gov, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States,1
16856,71,196610,4,6097,0,40, Private, Widowed, Exec-managerial, Not-in-family, White, Male, United-States,1
14171,34,162814,9,0,0,45, Private, Divorced, Protective-serv, Not-in-family, Black, Male, United-States,0
30314,59,349910,12,0,0,40, Self-emp-inc, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
899,28,109165,9,0,0,40, Private, Married-civ-spouse, Tech-support, Husband, White, Male, United-States,0
2670,51,237735,9,3103,0,40, Private, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States,1
47005,56,83922,9,0,0,84, Self-emp-inc, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,0
36944,36,124111,9,0,0,35, Private, Divorced, Adm-clerical, Unmarried, White, Female, United-States,0
34076,62,119684,13,2829,0,28, Private, Married-civ-spouse, Sales, Husband, White, Male, United-States,0
20754,43,187778,9,0,0,20, Self-emp-not-inc, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
27066,30,275232,12,0,0,36, Private, Never-married, Prof-specialty, Unmarried, Black, Female, United-States,0
19504,29,142712,10,0,0,40, Federal-gov, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,1
23594,51,244572,9,0,0,37, Private, Separated, Other-service, Not-in-family, Black, Female, United-States,0
41379,31,258406,9,0,0,50, Private, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, Mexico,0
17927,34,226296,9,0,0,51, Self-emp-not-inc, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,0
28022,30,161599,9,0,0,40, Private, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, United-States,1
13698,37,69251,10,0,0,40, Private, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male, United-States,0
31707,35,147258,11,0,0,65, Self-emp-not-inc, Never-married, Farming-fishing, Own-child, White, Male, United-States,0
43709,17,147497,3,0,0,20, Private, Never-married, Sales, Own-child, White, Female, United-States,0
29210,24,233280,12,0,0,37, Private, Never-married, Sales, Own-child, White, Female, United-States,0
22711,34,253121,13,0,0,40, State-gov, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,0
8353,26,120238,13,3325,0,40, Private, Never-married, Craft-repair, Not-in-family, White, Male, United-States,0
11971,46,28334,9,0,0,40, Private, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,0
5208,28,149734,9,0,0,52, Private, Never-married, Other-service, Unmarried, Black, Female, United-States,0
42400,71,401203,13,0,0,34, Self-emp-not-inc, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,1
29611,47,163814,6,0,0,40, Private, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,0
32192,64,104361,10,0,0,65, State-gov, Separated, Adm-clerical, Not-in-family, White, Female, United-States,0
14638,41,220460,12,0,0,20, Private, Married-civ-spouse, Sales, Husband, White, Male, United-States,0
15297,42,119207,9,0,0,48, Self-emp-not-inc, Never-married, Exec-managerial, Not-in-family, White, Male, United-States,0
15042,30,205407,9,0,0,40, Private, Never-married, Adm-clerical, Unmarried, White, Male, United-States,0
33246,38,318912,11,0,0,52, Federal-gov, Divorced, Adm-clerical, Own-child, Black, Male, United-States,0
